Add_Date,Add_Time,Advantage,Company,Degree,Description,Experience,Finance,Highlights,If_Intern,Income_Max(k),Income_Mid(k),Income_Min(k),Income_Range(k),Industry,Location,Path,Size,Sys_Date,Sys_Time,Tags,Title
20200203,00:00,"五险一金,绩效奖金,定期体检,带薪年假",平安证券,硕士,"工作职责
1、负责加强信息安全风险和IT运营安全风险的二道防线建设，包括完善关键风险指标的持续监控机制；督促相关部门及时分析原因、制定并落实风险应对整改措施；协调各相关方参与信息技术风险管理问题的沟通与整改等。
2、负责信息系统开发上线的风险管理评审，包括在新产品新业务系统或存量业务重大系统变更上线评审中增加风险管理评审，评审风险管理功能是否完备、权限清晰、能与业务系统同步上线、以及是否满足其他信息技术风险管理要求。
3、负责评估信息系统与相关业务恢复目标和恢复策略制定的合理性，对公司容灾方案、应急预案、应急演练等相关管理机制从人员、流程、制度等方面提出风险管理建议，确保与公司整体风险管理策略保持一致。
4、负责与公司信息技术部门协同加强信息技术风险文化宣导 。
5、负责与公司信息技术部门建立定期沟通机制，定期检视信息技术风险管理的重点难点，加强重点领域的信息技术风险管理，以适应内外部管理要求。
任职要求
1、研究生及以上学历，计算机、金融、风险等相关专业，5年以上相关工作经验；
2、具备信息技术开发、信息技术运行维护、信息安全、业务连续性计划与应急处置等领域的相关工作经验；
3、具有较强的风险与合规意识以及相关风险管理经验，熟悉信息系统项目管理全流程，掌握信息技术风险防范措施和监控手段；
4、具有良好的沟通、表达和协调能力，责任心强，能够承受较强的工作压力；
5、有信息系统项目管理经验以及业务连续性管理经验的优先考虑。",经验5-10年,上市公司,"“五险一金,绩效奖金,定期体检,带薪年假”",0,30,25.0,20,20k-30k,金融,福田区,https://www.lagou.com/jobs/6177818.html?show=9c4b301bf5e447029054d059bd2793b6,2000人以上,20200203,00:32:34,金融,0521AJ-信息技术风险管理岗
20200203,00:00,"五险一金,带薪年假,定期体检",平安金服,本科,"工作职责
1、负责数据清洗、数据平台维护及迭代，支持数据入库、分析加工、标签化等功能，推动数据在风险领域的应用。
2、负责数据ETL过程。
3、负责编写大数据产品需求文档，协调算法、研发、业务、测试团队，推动项目进度。
任职要求
1、本科及以上学历，计算机、数理统计、金融相关专业
2、三年及以上互联网或大数据公司从业经验，精通数据库底层架构，具备一定数据开发经验
3、具备ETL开发经验， 精通SQL及性能优化，熟悉MongoDB/Redis/ Hive/Hadoop/Spark
4、了解零售金融板块的用户画像的分析方法及业务逻辑，具有数据加工或者分析经验
5、有海量数据爬取、清洗、加工到应用的全流程项目经验者优先。",经验5-10年,上市公司,"“五险一金,带薪年假,定期体检”",0,50,37.5,25,25k-50k,金融,福田区,https://www.lagou.com/jobs/6524964.html?show=9c4b301bf5e447029054d059bd2793b6,2000人以上,20200203,00:33:15,大数据 数据挖掘,1221JK-风险管理部数据挖掘岗
20200203,00:00,"五险一金,餐补,高温补贴,带薪年假",平安银行信用卡中心,本科,"工作职责
1.根据客户资质，制定、实施我行信用卡客户的额度调整政策。
2、根据客户资质，制定、实施我行信用卡客户的分期产品政策。
3、通过分析我行客户的额度使用渠道，优化额度管理的各项政策（包括调额、分期等）
4、制定我行信用卡客户额度使用的差异化定价策略，提高整个信用卡客户组合的收益
5、及时完成领导交办的其他任务
任职要求
1.、本科学历
2、.1-3年相关工作经验",经验3-5年,上市公司,"“五险一金,餐补,高温补贴,带薪年假”",0,25,20.0,15,15k-25k,金融,南山区,https://www.lagou.com/jobs/6177138.html?show=9c4b301bf5e447029054d059bd2793b6,500-2000人,20200203,00:33:53,其他 信贷管理 风控,BK22I4-风险政策管理部组合管理岗
20200201,00:00,利益分享、股权激励、高薪,闻道资产管理,硕士,"工作职责:
1、建立证券投资风控体系；
2、根据投资组合做出风险预测，完善风控模型，对风控政策快速优化和完善，精通风控政策各要素组成、优化逻辑； 
3、有相关领域系统建设及系统化操作经验，负责对风控进行系统化建设和指导，要能具备通过量化程序来实施风控的能力；
4、制定风控管理部各项规章制度，并督促实施，取得较好效果； 
5、组织例会或参加公司各相关会议。

任职资格:
1、金融、数理统计、计算机等专业优先 ；
2、具有证券投资行业丰富的风控经验； 
3、在基金业协会进行高管备案者优先；    
4、良好的沟通协调能力、市场分析能力，广泛的信息、数据获取渠道；
5、必须要有基金从业资格证；
6、考过FRM二级或CFA二级者优先",经验3-5年,不需要融资,“利益分享、股权激励、高薪”,0,30,22.5,15,15k-30k,金融,大冲,https://www.lagou.com/jobs/6441213.html?show=9c4b301bf5e447029054d059bd2793b6,15-50人,20200203,00:34:17,基金,风险控制高级人才
20200201,00:00,"五险一金,员工旅游,年终奖金,定期体检",传易,本科,"工作职责:
1. 制订、实施与完善催收策略，参与策略开发，配合系统改造，组织落实策略实施；
2. 建立和完善贷后报表体系，负责数据的收集整理，制作和维护日常报表；
3. 监控风险指标，跟进和分析策略执行情况，提出策略优化建议；
4. 对于指标波动等情况进行数据分析，出具分析报告，提出有效建议。
任职资格:
1. 本科及以上学历
2. 金融、数学、统计、财务、经济学或其他相关专业优先；
3. 从事信用卡或零售风险催收尤其是电催策略分析工作经验1-2年以上；
4. 具备一定的数据分析能力，EXCEL应用熟练，信用卡及小贷业务基础知识扎实；
5. 熟练使用SQL提取数据，最少掌握一种分析工具Python、SAS、R；
6 .英语读写、口语能力强，具有留学经验优先。",经验1-3年,不需要融资,"“五险一金,员工旅游,年终奖金,定期体检”",0,25,20.0,15,15k-25k,"移动互联网,社交",南山区,https://www.lagou.com/jobs/6444635.html?show=9c4b301bf5e447029054d059bd2793b6,150-500人,20200203,00:34:57,互联网金融 风控 合规稽查,风险策略分析师(J10238)
20200107,00:00,"节日福利多,涨薪快,平台大,晋升空间大",随手科技,本科,"岗位职责：
1、协助进行风险策略建设和调优，包括样本及变量清洗、单变量效用分析、策略规则部署上线及监控等；
2、监控风险策略效果、各资信变量效果，支持策略迭代和优化工作；
3、协助进行风险建模工作，包括样本筛选、特征工程、建模及验证、结果汇报、部署上线测试及监控等；
4、参与信贷产品风险管理的系统流程建设；
5、完成领导安排的其他工作。

任职要求：
A、工作努力责任心强，工作态度严谨，注意细节；
B、熟练掌握SQL、Excel；掌握至少一种数据分析工具，如SAS/R/PYTHON等；
C、有较强的逻辑思维、分析能力和执行力；善于与人沟通，优秀的团队合作意识和高度的责任感，具有创业精神；能在必要时承受一定的高强度工作者优先。
D、熟悉决策树、XGBOOST等模型者优先。",经验3-5年,C轮,"“节日福利多,涨薪快,平台大,晋升空间大”",0,30,22.5,15,15k-30k,金融,大冲,https://www.lagou.com/jobs/6285563.html?show=9c4b301bf5e447029054d059bd2793b6,500-2000人,20200203,00:35:21,风控 策略设计 分析师,高级风险策略分析师
20191220,00:00,"金融科技,风控",招商证券信息技术中心,本科,"职位描述：
1.深入研究公司风险管理体系，对公司风险管理信息系统（市场风险管理、信用风险管理、操作风险管理、经济资本计量等）进行整体规划、设计和研发；
2.配合公司风险管理部信息系统建设的需求整理、分析和开发；
3.负责风险管理系统的需求，分析、设计研发、投产上线等工作；
4.研究金融机构先进风险管理方法和工具，了解主流风险管理系统发展动态；
任职要求：
1、至少具备以下教育背景中的一种：信息管理与计算机科学类、数学类、统计类、计量经济学类等专业（硕士以上学历优先）；       
2、具备信息系统整体规划和设计经验，尤其金融机构信息系统；
3、  具备金融风险管理（例如市场、信用、操作等风险管理）知识，对金融市场及产品有较深入了解，熟悉证券公司业务和产品；
4、  掌握并能熟练运用现代量化风险管理方法和工具，熟悉金融资产估值定价模型，风险计量模型，有较强的量化统计分析能力和逻辑分析能力；
5、  具有良好的学习能力、沟通能力和项目管理能力，具有团队合作精神；
6、  具有金融风险建模和开发经验者优先，掌握至少一种主流数据分析工具，如SAS、MATLAB、R、Python等为佳；  
7、  具有CFA、FRM等资格者优先。",经验3-5年,上市公司,"“金融科技,风控”",0,35,27.5,20,20k-35k,"企业服务,其他",南山区,https://www.lagou.com/jobs/3907075.html?show=9c4b301bf5e447029054d059bd2793b6,2000人以上,20200203,00:35:55,金融 风控,风险管理产品规划岗
20200116,00:00,"精英团队,千万级用户,知识分享",中信银行信用卡中心,本科,"岗位职责:
1、参与内部信息科技风险建设、管理、控制工作；
2、对内外部审计暴露出的重大风险和问题点，组织并推动各部门改进；
3、规划、推动并跟进风险管理类系统的建设，协调解决建设问题，完善风险自动督查预警机制。

任职资格:
1、全日制大学本科及以上学历，计算机相关专业，具备3年以上项目开发经验；
2、有中、高、资深等岗位，对技术有热情、有较强的独立、主动学习能力，良好的沟通表达能力和团队协作能力；
3、熟悉主流开源数据库、中间件（MYSQL\Tomcat等）；
4、扎实的编程基础，熟练掌握Java语言，熟悉SpringBoot\Bach等开源框架。

【优先考虑】
1、具有金融、互联网行业经验者经验者优先；
2、具有Storm、Spark、Flink等大数据处理平台的使用者经验优先；
3、熟悉数据仓库模型，有用户画像构建应用实战经验、数据挖掘实践经验优先，擅长从海量数据中发现有价值的规律。",经验3-5年,上市公司,"“精英团队,千万级用户,知识分享”",0,30,25.0,20,20k-30k,"移动互联网,金融",福田区,https://www.lagou.com/jobs/6770601.html?show=9c4b301bf5e447029054d059bd2793b6,2000人以上,20200203,00:36:30,银行,IT风险管理(006319)
20200107,00:00,"节日福利多,涨薪快,平台大,晋升空间大",随手科技,本科,"岗位职责:
1. 制定相应的信用风险策略、反欺诈策略、信贷审批流程，控制信贷风险，提高信贷产品的盈利能力；
2. 通过数据分析，撰写风险政策分析报告，跟踪政策的效果和执行情况，提出改善措施并实施；
3．对大数据及各类征信数据进行分析，挖掘各类用户特征，发现潜在的异常用户行为并从多个角度对用户进行量化分析，实现对用户不良行为的自动识别。
4、搭建并优化风险模型；
5. 跨部门合作沟通及外部合作伙伴的项目沟通等。

任职资格:
1. 本科以上学历，统计学、计量经济学、数学、计算机、金融相关专业；
2. 三年以上同业（银行、信用卡、消费金融、互联网金融）风险策略或风险模型相关经验；
3. 熟练使用PYTHON、SAS等数据分析软件；
4. 具有较强文字表达能力及熟练数据分析解读经验；
5. 性格开朗、工作主动细致、善于沟通，能够承受较大的工作压力。",经验3-5年,C轮,"“节日福利多,涨薪快,平台大,晋升空间大”",0,30,22.5,15,15k-30k,金融,科技园,https://www.lagou.com/jobs/5392073.html?show=9c4b301bf5e447029054d059bd2793b6,500-2000人,20200203,00:37:36,风控,风险策略分析师
20200117,00:00,行业翘楚 精英相伴 卓越培训 探索创新,PWC,本科,"Location: 广州、深圳

Responsibilities:

As a Senior Associate, you’ll work as part of a team of problem solvers with extensive consulting and industry experience, helping our clients solve their complex business issues from strategy to execution. Specific responsibilities include but are not limited to:
Proactively assist in the management of several clients, while reporting to Managers and above；
Train and lead staff；
Establish effective working relationships directly with clients；
Contribute to the development of your own and team’s technical acumen；
Keep up to date with local and national business and economic issues；
Be actively involved in business development activities to help identify and research opportunities on new/existing clients；
Continue to develop internal relationships and your PwC brand.

工作职责:

对大数据平台进行数据安全技术测试和检查;
梳理客户相关系统的数据架构、权限体系、流转方式，参与数据安全标准规范的制定和管理，包括数据安全需求识别、风险分析、数据脱敏、数据流转、泄露防护、权限管控等；
结合客户数据管理现状，设计数据安全保护方案，包括数据安全措施实施、数据安全产品选型及落地等。
针对客户现状出具技术建议和管理建议。

岗位要求:

三年以上相关经验，了解MySQL、MariaDB或SQLite等常用关系型数据库，及基本的数据库查询及操作语言；了解大数据技术相关知识，如hadoop基本架构、hadoop组件功能、hadoop安全机制等。
了解各种数据安全产品，有大数据分析和数据防泄漏经验者优先；
有数据流转、敏感数据的数据安全梳理、数据访问审计及脱敏等项目经验的优先；
了解数据隐私安全技术，如K匿名、L多样性、差分隐私等，有具体生产实践者优先；
拥有良好的教育背景、理解能力和自我学习能力",经验3-5年,不需要融资,“行业翘楚 精英相伴 卓越培训 探索创新”,0,20,17.5,15,15k-20k,金融,东门,https://www.lagou.com/jobs/6736086.html?show=9c4b301bf5e447029054d059bd2793b6,2000人以上,20200203,00:38:14,数据分析,高级顾问（数据安全）- 风险及控制部门
20200117,00:00,行业翘楚 精英相伴 卓越培训 探索创新,PWC,本科,"Location: 广州、深圳

工作职责：

跟踪行业隐私保护合规动态，开展国内外隐私保护合规立法研究。
协助客户搭建隐私及数据保护管理体系，开展隐私保护合规风险评估及相关规范制度审查，提供差距分析及合规整改建议。
协助客户开展海外子公司法律合规风险梳理工作，提出海外子公司设立法律合规建议。
为客户提供隐私保护合规咨询，确保客户公司业务开展满足国内外监管机构要求。


岗位要求：

985&211院校法律专业，硕士以上学历（含法律硕士）。
通过国家司法考试者优先。
有1-2年大型企业隐私及数据保护相关经验，优秀应届毕业生也可。
可以英语为工作语言。
良好的文字表达、沟通能力、善于协调多部门联动工作。",经验1-3年,不需要融资,“行业翘楚 精英相伴 卓越培训 探索创新”,0,20,15.0,10,10k-20k,金融,东门,https://www.lagou.com/jobs/6737707.html?show=9c4b301bf5e447029054d059bd2793b6,2000人以上,20200203,00:38:39,律师,顾问/高级顾问-隐私保护（法律方向） -风险及控制
20200117,00:00,行业翘楚 精英相伴 卓越培训 探索创新,PWC,本科,"Location: 广州、深圳

Job Responsibilities:

We are currently looking for individuals with strong security operation and incident response background. 
Deliver secuirty operation relevant consulting service such as planing, build and maturity imporvement.；
Communicate with client on technial solution and report to management team;
目前，我们正在招聘在安全运营及应急响应领域具有丰富经验的人士，具体职责包括：
负责提供安全运营中心规划、搭建及成熟度提升等实际咨询服务交付工作；
针对安全运营负责与客户进行技术交流及向客户管理层进行技术方案与项目成果汇报；
 
Requirements:

University degree majoring in information security, computer science, software engineering etc.;
Have hands-on experience on SOC building and operation, such as conducting security incident reponse and building internal procedure;
Familiar with major SIEM product and follow the development trend of SOC;
Familiar with seucrity tools like firewall, HIDS/NIDS etc. and common attack;
Familiar with ATT&CK of MITRE;
Able to interact with executive levels of client and firm management;
Effective project management, interpersonal and influencing skills are essential; and
Able to adapt consulting working style and flexibility to travel to out-of-town engagements.
Submitted critical/high vulnerabilities in major SRC platform is a plus.
Professional qualifications, such as CISA, CISM, CISSP, CEH, CISP or other security related qualifications is a plus;
本职位要求候选人为本科及本科以上学历，信息/网络安全，计算机科学，软件工程等专业;
具有企业安全运营中心搭建实操经验，如技术方面负责过SOC平台选型、搭建及底层数据接入，或管理方面负责过企业日常运营相应标准及应急响应流程制定；
具有企业安全运营中心运营实操经验，如实际负责过策略制定、安全事件处置（如网络钓鱼、数据泄露、蠕虫病毒、APT攻击等），定期执行安全演练等；
熟悉国内外主流SIEM产品（如Splunk, Macfee, QRadar, ArcSight) 特性，了解行业发展趋势；
熟悉常用安全工具（如防火墙、HIDS/NIDS、WAF等）及常见网络攻击手法；
熟悉业界主流威胁检测框架（如ATT&CK）
至少熟练掌握一门编程语言；
能够与客户自信的交流并展示专业能力；
能够适应咨询公司工作模式并接受短期国内外出差；
工作灵活主动，具有求知欲，能够积极提升除专业技术能力、逻辑思维能力及解决问题能力；
在各大SRC平台上发表过中高危漏洞者优先；
安全相关认证，如CISSP，CISP ，CEH，CISAW，CISM或其他安全相关的资格会是一项加分项；",经验3-5年,不需要融资,“行业翘楚 精英相伴 卓越培训 探索创新”,0,20,17.5,15,15k-20k,金融,东门,https://www.lagou.com/jobs/6737903.html?show=9c4b301bf5e447029054d059bd2793b6,2000人以上,20200203,00:39:14,信息安全,高级顾问 -信息安全（安全运营方向） -风险及控制
20200120,00:00,五险一金 绩效奖金 带薪年假,微众银行,本科,"工作内容
1、负责个人消费贷款项目风险评估，制定政策指引；
2、负责个人消费贷款项目全生命周期风险管理方案设计并组织推进；
3、负责个人消费贷款策略与流程设计，实施策略效果监测分析与优化迭代。
职位要求
1、全日制本科及以上学历，金融、统计、数学等相关专业；
2、3年及以上信用卡、零售信贷、汽融金融相关领域信用风险管理经验者优先；
3、具备较好的技术基础、数理逻辑思维、沟通协调能力、团队合作能力。",经验3-5年,未融资,“五险一金 绩效奖金 带薪年假”,0,30,25.0,20,20k-30k,金融,大冲,https://www.lagou.com/jobs/6443674.html?show=9c4b301bf5e447029054d059bd2793b6,2000人以上,20200203,00:39:46,互联网金融 银行,YFX-风险政策经理(信用风险)
20200120,00:00,五险一金 绩效奖金 带薪年假,微众银行,本科,"岗位职责：
1.负责各类汽车金融业务（B端、C端）信贷管理政策制定，开展各类汽车金融项目资产组合监测、业务结构分析，优化信贷管理策略。；
2.根据风险偏好、市场环境、客群表现，调整授信准入策略；
3.负责各类互联网汽车金融合作项目风险管理侧的整体业务对接，推动整体风控策略设计及交付；
4.完成上级交办的其他任务。

任职要求：
1.全日制本科及以上学历，金融、经济相关专业优先；
2.3年及以上信贷管理经验，有汽车金融从业经验者优先；
3.具备较好的风险管理能力及分析能力，有较强的思考能力和逻辑性；
4.责任心,承压力,推动力，较强的沟通能力",经验3-5年,未融资,“五险一金 绩效奖金 带薪年假”,0,30,25.0,20,20k-30k,金融,大冲,https://www.lagou.com/jobs/6134092.html?show=9c4b301bf5e447029054d059bd2793b6,2000人以上,20200203,00:40:22,信贷管理,YFX-风险政策经理(汽车风险)
20200120,00:00,五险一金 绩效奖金 带薪年假,微众银行,本科,"岗位职责：
1、负责微粒贷等零售风险相关的项目管理和需求管理；
2、负责微粒贷等零售相关产品的风险系统方案设计及实施；
3、负责微粒贷等零售相关产品的风险模型及策略的决策引擎设计及部署实施。

任职要求：
1、本科及以上学历，计算机或相关专业；
2、有3年及以上IT项目管理或架构设计或开发相关工作经验；
3、具有良好的系统思维和逻辑思维能力，积极主动，较强的沟通和协调能力，抗压能力强。
4、有信用卡或者零售风险系统经验或者熟悉相关业务者优先。",经验3-5年,未融资,“五险一金 绩效奖金 带薪年假”,0,30,25.0,20,20k-30k,金融,大冲,https://www.lagou.com/jobs/6129115.html?show=9c4b301bf5e447029054d059bd2793b6,2000人以上,20200203,00:41:00,项目管理 实施,XLF-风险系统规划经理(风险系统规划)
20200116,00:00,盈利项目 海外金融 广阔的晋升平台,Yeahmobi,本科,"1、负责制定公司项目风险控制的指导原则，分析、设计制定现金贷及消费分期产品的贷前、贷中、贷后风控策略；
2、主持各类信用评分模型的设计、开发、验证、监控以及优化工作；
3、对信贷风控数据进行深入的剖析，为风控决策及策略的应用提供强有力的数据支持，同时基于数据分析和案例分析，设计客群分类标签；
4、与业务相关部门紧密合作，根据产品需求及业务目标制定对应的风险政策与策略，推动风险政策与策略在具体业务层面进行落实，及时了解前端需求和变化，在合理控制风险前提下推动业务发展；
5、监测和分析风险政策与策略的执行情况和效果，监测和分析外部经济环境、监管政策和法规要求，持续优化与完善业务审核流程。

任职要求:
1、经济、数学、统计、计算机等相关专业全日制本科（含）及以上学历，研究生及以上优先；
2、3年及以上在个人信贷行业、互联网金融公司或信用卡中心风险分析及开发实践经验；
3. 对数据敏感，具有优秀的数据分析能力和解读能力，对数据监控、风险预警、数据化运营具有独到的见解；
4、熟悉Python或R或者SAS，有过风险模型开发经验者优先；
5、有海外金融业务的优先考虑；
6、良好的分析思维和项目管理能力，优秀的团队合作意识，具有创业精神。",经验3-5年,上市公司,“盈利项目 海外金融 广阔的晋升平台”,0,30,22.5,15,15k-30k,移动互联网,大冲,https://www.lagou.com/jobs/6145453.html?show=9c4b301bf5e447029054d059bd2793b6,150-500人,20200203,00:41:37,互联网金融 策略设计,风险策略经理
20200113,00:00,"大平台,给力薪酬,海景办公楼,高配健身房",OPPO,本科,"工作职责
1. 基于历史数据，专家经验和大数据风控技术，针对交易异常风险进行识别，分析和处置
2. 风险账户及交易的数据提取分析，调查定性，对异常账户进行处置打击
3. 以案件分析，异常预警，数据挖掘等方式感知风险，对未知风险及团伙分析挖掘，并对其展开分析
研究，完成相应的分析报告，对可疑团伙推动线下打击
4. 与风控策略，产品，技术团队深入合作，协助团队完善业务风险防控机制，优化风控策略或优化客
服流程，减少用户投诉
工作要求
1. 本科及以上学历， 2年以上提取，整理和处理大数据的经验，熟悉使用Excel, SQL, Python等分析
软件；
2. 有银行或者支付机构反欺诈工作经验或者熟悉黑产团伙挖掘经验优先
3. 善于思考，分析，总结，有良好的学习能力，沟通技能，有较强的团队合作精神和责任心",经验3-5年,不需要融资,"“大平台,给力薪酬,海景办公楼,高配健身房”",0,40,30.0,20,20k-40k,硬件,南山区,https://www.lagou.com/jobs/6558596.html?show=9c4b301bf5e447029054d059bd2793b6,2000人以上,20200203,00:42:26,移动互联网 风控,风险分析师
20200116,00:00,"薪资高,福利好,技术新,工作环境好",微众信科,本科,"岗位职责：
1、金融和风险产品策划和策略制定，从策划产品概念、产品设计到推动实施；
2、研究金融和风险产品的业务特点，熟悉竞品商业模式和行业动态；
3、分析和跟踪产品运营效果，对产品不断进行改善优化；
4、 领导交办的其他任务。

岗位要求：
1、学历：本科以上，5年以上金融或咨询行业产品经验
2、有银行工作经验者优先
3、组织产品立项、设计、研发、推广应用及维护改进的全流程参与经验；
4、拥有较强的业务学习、逻辑思维和产品创新能力
5、良好的沟通表达和协调能力
6、有PRD文档撰写和产品原型设计经验者优先",经验3-5年,D轮及以上,"“薪资高,福利好,技术新,工作环境好”",0,25,22.5,20,20k-25k,"金融,数据服务",南山区,https://www.lagou.com/jobs/6453246.html?show=9c4b301bf5e447029054d059bd2793b6,150-500人,20200203,00:42:56,产品设计 需求分析 金融,风险产品经理
20200103,00:00,"五险一金,股票期权,带薪年假，地铁周边",融慧金科,本科,"【工作职责】
1）负责与项目合作方紧密合作，包含风控体系建设、策略与规则制定与优化、监控与mis体系梳理与跟踪等；
2）体系化建设风控情报收集与分析，并根据风险形势持续调整策略；
3）帮助机构更好地理解、应用数据产品与联合建模，通过咨询、沟通推动提升产品落地能力；
4）通过业务洞察、市场反馈，提炼产品意见，进一步优化产品能力；
5）负责项目现场工作的领导、组织、实施与推进，指导项目成员工作，高质高效地完成项目交付；
6）负责项目实施成果的整理、提炼。

【工作要求】
1）本科及以上学历，经济金融、数理统计及计算机等相关专业；
2）2年以上金融行业工作经验，要求银行或互金平台风险管理相关，包括信贷审核、模型开发、数据分析以及风险策略制定，有大型项目管理经验者优先；
3）能够在项目现场积极建立并维护客户关系，与客户之间建立互相信任的融洽氛围。",经验1-3年,A轮,"“五险一金,股票期权,带薪年假，地铁周边”",0,30,22.5,15,15k-30k,"金融,数据服务",南山区,https://www.lagou.com/jobs/6273683.html?show=9c4b301bf5e447029054d059bd2793b6,50-150人,20200203,00:43:33,投资/融资 借贷,风险管理咨询
20200113,00:00,"大平台,给力薪酬,海景办公楼,高配健身房",OPPO,本科,"工作职责
1. 通过海量用户交易数据挖掘用户交易风险，并实施上线在线模型与规则，保障用户资金安全的同时
净化平台交易
2. 依据支付及相关数据，对用户进行风险评级，全方位把控风险
3. 建立策略健康度模型，评估及优化线上规则与模型，完善生命周期管理
工作要求
1. 有2年以上工作经验，有大数据加工建模经验
2. 熟悉基本机器学习框架，有过相关机器学习项目落地经验
3. 熟练掌握python, SQL等一种或多种语言
4. 有过支付黑产对抗经验者优先，有过用户风险评级经验者优先，熟悉团伙挖掘优先",经验3-5年,不需要融资,"“大平台,给力薪酬,海景办公楼,高配健身房”",0,40,30.0,20,20k-40k,硬件,南山区,https://www.lagou.com/jobs/6558586.html?show=9c4b301bf5e447029054d059bd2793b6,2000人以上,20200203,00:44:03,移动互联网 风控,风险策略工程师
20200104,00:00,"员工旅游,五险一金,专业培训,绩效奖金",融臻投资,不限,"1 、对信用卡及贷款逾期未结清客户进行电话催收，提醒及时还款并告知正确的还款方式。
2 、达成回收率的指标，对高风险客户及时提出风险预警。
3、普通话流利；较强的谈判及沟通能力强，反应敏捷；适应严谨规范化的管理
4、性格开朗，外向，工作积极主动；
5、喜欢与人沟通，敢于挑战高薪；工作经验不限，要敢于尝试.有工作经验者，待遇从优。
6、中专（含）以上学历，专业不限，优秀应届生均可考虑；有以下经验者优先考虑：银行或信用卡催收、电话销售、客户服务热线。
底薪+奖金+各项补贴6000+，上不封顶！！！月入过万So Easy!",经验不限,不需要融资,"“员工旅游,五险一金,专业培训,绩效奖金”",0,7,6.5,6,6k-7k,"金融,企业服务",八卦岭,https://www.lagou.com/jobs/5144894.html?show=9c4b301bf5e447029054d059bd2793b6,150-500人,20200203,00:44:42,企业服务 互联网金融,风险管理
20200114,00:00,蓝海市场 盈利项目 晋升平台大,Yeahmobi,本科,"岗位职责：
1、深入了解用户的行为特点及风险特征，对用户的风险行为及用户属性进行划分，构建风险决策模型和算法；
2、根据用户在贷前、贷中、贷后的行为表现，对用户的授信决策、额度决策、交易决策及贷后账户管理以及资产管理中的各类风险进行量化评估，预测及最优化决策支持；
3、通过用户在各个维度的属性和行为数据，量化用户及用户间的风险关联度，为欺诈，信用决策模型提供算法支持；
4、负责决策模型在决策系统中的部署实施以及跟踪调整。

  任职要求：
1、本科或以上学历，金融、数学、计算机、统计类专业；
2、两年以上建模经验，深入了解风险模型的搭建方法及应用；
3、能熟练使用SQL、R、SAS或者Python等进行数据分析及算法实现；
4、逻辑思维能力强，具有高度的业务敏感性与数据敏感性；
5、具备较强的沟通表达、组织协调和分析判断能力，工作认真负责，责任心强；
6、思路敏捷，有较强调研分析能力，较强的学习能力和工作规划能力，能够适应多任务工作。",经验3-5年,上市公司,“蓝海市场 盈利项目 晋升平台大”,0,35,26.5,18,18k-35k,移动互联网,大冲,https://www.lagou.com/jobs/6757729.html?show=9c4b301bf5e447029054d059bd2793b6,150-500人,20200203,00:45:09,互联网金融 风控,风险模型经理
20200120,00:00,中信产业基金旗下,小花科技,本科,"职位描述
1. 负责贷中策略和政策的制定，并通过不断监控和优化，提升批核率、降低坏账。
2. 制定贷中额度策略以及定价策略，控制整体资产质量，确保业务良性发展。
3. 负责风控数据分析：及时准确完成各项分析需求，对风控数据进行深入的剖析，并给出建设性结论；
4. 负责规则策略的监控：定期对各项风控规则及策略进行监控，分析数据波动原因，并及时反馈发现的异常点。

任职资格：
1. 大学本科（含）以上学历，数理、金融、计算机等专业毕业
2. 具有较强的数据分析能力和逻辑思维能力
3. 熟练处理各种数据,熟练运用SQL/SAS/R/Python等至少一种数据处理语言
4. 熟练应用办公软件Excel、Word、PowerPoint等
5. 具有2年以上银行、消费金融公司、P2P公司、小贷公司授信政策及策略、风险管理等相关工作经验

base：上海/深圳",经验1-3年,不需要融资,“中信产业基金旗下”,0,24,18.0,12,12k-24k,"移动互联网,金融",大冲,https://www.lagou.com/jobs/6740451.html?show=9c4b301bf5e447029054d059bd2793b6,150-500人,20200203,00:45:49,风控,风险政策分析岗
20200113,00:00,"大平台,给力薪酬,海景办公楼,高配健身房",OPPO,本科,"工作职责
1，负责风控需求池的汇总管理与开发进度跟进； 
2，负责风控策略在决策引擎系统中的开发、测试及交付部署； 3，负责风控相关的信贷管理系统、反欺诈系统、案件调查系统优化需求的提出、开发方案的细化与确认；
任职资格
1，本科以上学历，计算机等专业优先； 
2，三年以上风控需求分析、业务测试经验； 
3，熟悉风控业务基本概念及做法，能够快速地理解策略的意图及实现路径 
4， 熟悉数据分析工具，能够使用工具对策略进行批量化测试； 5，能够对项目进行有效的时间管理及质量把控。",经验3-5年,不需要融资,"“大平台,给力薪酬,海景办公楼,高配健身房”",0,40,30.0,20,20k-40k,硬件,南山区,https://www.lagou.com/jobs/6079390.html?show=9c4b301bf5e447029054d059bd2793b6,2000人以上,20200203,00:46:45,移动互联网 风险分析,风险需求分析师
